tipo_servico,profile,skill_pri,skill_name
PAT_SOCORRO_AUTO_RC_AUDI,ASSIST_24H,23121008,ASSIST_AUTO_PORTO
PAT_SOCORRO_AUTO_RC_VW,ASSIST_24H,23121008,ASSIST_AUTO_PORTO
PAT_SOCORRO_AUTO_REG,ASSIST_24H,23121008,ASSIST_AUTO_PORTO
PAT_SOCORRO_AUTO_REG_VW,ASSIST_24H,23121008,ASSIST_AUTO_PORTO
PAT_SOCORRO_AUTO_VW,ASSIST_24H,23121008,ASSIST_AUTO_PORTO
ASSIST_VEICULO_CONT,ASSIST_24H,23121008,ASSIST_AUTO_PORTO
PAT_ASSIST_CAMPANHA,ASSIST_24H,23121008,ASSIST_AUTO_PORTO
PAT_SOCORRO_AUTO,ASSIST_24H,23121008,ASSIST_AUTO_PORTO
PAT_VISTORIA_PREVIA,ASSIST_24H,23121009,ASSIST_AUTO_V_PREVIA_PORTO
MITSUI_DEMAIS_ASSUNTOS,ASSIST_24H,23121010,ASSIST_GERAL_MITSUI
PAT_TENTATIVA_EXCEDIDAS,ASSIST_24H,23121011,ASSIST_GERAL_PORTO
PAT_PORTO_DEMAIS_ASSUNTOS,ASSIST_24H,23121011,ASSIST_GERAL_PORTO
PORTO_MADRUGADA,ASSIST_24H,23121011,ASSIST_GERAL_PORTO
PAT_CT_ITAU_SERVICOS_AMBIENTAIS,ASSIST_24H,23121013,ASSIST_ITAU_SERV_AMBIENT
PAT_PORTOCAP,ASSIST_24H,23121015,ASSIST_PORTOCAP
ITAU_ASSIST_RE_PER,ASSIST_24H,23121016,ASSIST_RE_ITAU
ITAU_ASSISTENCIA_RE,ASSIST_24H,23121016,ASSIST_RE_ITAU
PAT_ASSIST_RE_ITAU_CARTOES,ASSIST_24H,23121016,ASSIST_RE_ITAU
MITSUI_CASA,ASSIST_24H,23121017,ASSIST_RE_MITSUI
PAT_SOCORRO_RE_ATT,ASSIST_24H,23121018,ASSIST_RE_PORTO
PAT_SOCORRO_RE_ATT_AUDI,ASSIST_24H,23121018,ASSIST_RE_PORTO
PAT_SOCORRO_RE_ATT_VW,ASSIST_24H,23121018,ASSIST_RE_PORTO
PAT_SOCORRO_RE_AUDI,ASSIST_24H,23121018,ASSIST_RE_PORTO
PAT_SOCORRO_RE_CORRETOR,ASSIST_24H,23121018,ASSIST_RE_PORTO
PAT_CT_24H_PORTO_RE_MI,ASSIST_24H,23121018,ASSIST_RE_PORTO
PAT_SOCORRO_RE_REG,ASSIST_24H,23121018,ASSIST_RE_PORTO
PAT_SOCORRO_RE_VW,ASSIST_24H,23121018,ASSIST_RE_PORTO
ASSIST_IMOVEL_CONT,ASSIST_24H,23121018,ASSIST_RE_PORTO
PAT_CT_24H_PORTO_RE_APL,ASSIST_24H,23121018,ASSIST_RE_PORTO
PAT_SOCORRO_RE,ASSIST_24H,23121018,ASSIST_RE_PORTO
PAT_SOCORRO_RE_BV,ASSIST_24H,23121018,ASSIST_RE_PORTO
333PORTO_MENU_REDUZIDO_RE,ASSIST_24H,23121018,ASSIST_RE_PORTO
333PORTO_MENU_REDUZIDO_RE_ATT,ASSIST_24H,23121018,ASSIST_RE_PORTO
333PORTO_MENU_REDUZIDO_RE_ATT_AUDI,ASSIST_24H,23121018,ASSIST_RE_PORTO
333PORTO_MENU_REDUZIDO_RE_ATT_VW,ASSIST_24H,23121018,ASSIST_RE_PORTO
333PORTO_MENU_REDUZIDO_RE_AUDI,ASSIST_24H,23121018,ASSIST_RE_PORTO
PAT_CT_24H_PORTO_RE,ASSIST_24H,23121018,ASSIST_RE_PORTO
333PORTO_MENU_REDUZIDO_RE_VW,ASSIST_24H,23121018,ASSIST_RE_PORTO
PAT_SUCURSAL,ASSIST_24H,23121274,ASSIST_SUCURSAL
PAT_SOCORRO_AUTO_BV,ASSIST_24H,23121008,ASSIST_AUTO_PORTO
MITSUI_NAO_IDENTIFICADO,ASSIST_24H,23121010,ASSIST_GERAL_MITSUI
ITAU_ASSIST_RESID,ASSIST_24H,23121016,ASSIST_RE_ITAU
ASSIST_24H_SUP,ASSIST_24H,23121021,ASSIST_24H_SUP
JORNADA_AUTO_CARRO_RES_ITAU,JORNADA_AUTO,23120985,JORNADA_AUTO_CARRO_RES_ITAU
JORNADA_AUTO_CARRO_RESERVA,JORNADA_AUTO,23120986,JORNADA_AUTO_CARRO_RES_PORTO
JORNADA_AUTO_GERAL_AZUL,JORNADA_AUTO,23120987,JORNADA_AUTO_GERAL_AZUL
JORNADA_AUTO_GERAL_ITAU,JORNADA_AUTO,23120988,JORNADA_AUTO_GERAL_ITAU
JORNADA_AUTO_GERAL_MITSUI,JORNADA_AUTO,23120989,JORNADA_AUTO_GERAL_MITSUI
JORNADA_AUTO_GERAL,JORNADA_AUTO,23120990,JORNADA_AUTO_GERAL_PORTO
JORNADA_AUTO_PRO_CARRO_RES_AZUL,JORNADA_AUTO,23121023,JORNADA_AUTO_PRO_CAR_RES_AZUL
JORNADA_AUTO_PRO_CARRO_RES_MITSUI,JORNADA_AUTO,23121024,JORNADA_AUTO_PRO_CAR_RES_MITSU
JORNADA_AUTO_RET_LOCALIZA_AZUL,JORNADA_AUTO,23120994,JORNADA_AUTO_RET_LOCALIZA_AZUL
JORNADA_AUTO_RET_LOCALIZA_ITAU,JORNADA_AUTO,23120995,JORNADA_AUTO_RET_LOCALIZA_ITAU
JORNADA_AUTO_RET_LOCALIZA_MITSUI,JORNADA_AUTO,23121026,JORNADA_AUTO_RET_LCZA_MITSUI
JORNADA_AUTO_RETORNO_LOCALIZA_ACOMPANHAMENTO,JORNADA_AUTO,23121027,JORNADA_AUTO_RET_LCZA_PORTO
JORNADA_AUTO_RETORNO_LOCALIZA_AVISO,JORNADA_AUTO,23121027,JORNADA_AUTO_RET_LCZA_PORTO
JORNADA_AUTO_SINISTRO,JORNADA_AUTO,25166322,JORNADA_AUTO_SIN_PORTO
JORNADA_RE_GERAL_ITAU,JORNADA_RE,23120998,JORNADA_RE_GERAL_ITAU
JORNADA_RE_GERAL,JORNADA_RE,23120999,JORNADA_RE_GERAL_PORTO
JORNADA_RE_RET_SERVICOS_ITAU,JORNADA_RE,23121001,JORNADA_RE_RET_SERVICOS_ITAU
JORNADA_RE_RET_SERVICOS,JORNADA_RE,23121002,JORNADA_RE_RET_SERVICOS_PORTO
JORNADA_RE_SINISTRO,JORNADA_RE,25166325,JORNADA_RE_SIN_PORTO
AZUL_R3_AVISO_SINISTRO,AVISO_SINISTRO,23121300,AVISO_SIN_AUTO_R3_AZUL
AZUL_R3_GUINCHO_COLISAO,AVISO_SINISTRO,23121301,AVISO_SIN_GUIN_COLISAO_R3_AZUL
AZUL_SP_SAC_DECRETO,AVISO_SINISTRO,23121296,SAC_DEC_AUTO_AZUL
NUCLEO_SAC_DEC_TRB_AZUL,AVISO_SINISTRO,23121310,SAC_DEC_AUTO_TRB_AZUL
ITAU_ASSISTENCIA_RE_PRODUTOR,AVISO_SINISTRO,23121298,ASSIST_RE_PROD_ITAU
AZUL_AVISO_SINISTRO,AVISO_SINISTRO,23121279,AVISO_SIN_AUTO_AZUL
AZUL_AVISO_SINISTRO_DIGITAL,AVISO_SINISTRO,23121279,AVISO_SIN_AUTO_AZUL
AZUL_AVISO_SINISTRO_NR,AVISO_SINISTRO,23121279,AVISO_SIN_AUTO_AZUL
AZUL_SERVICOS_PANE_MADRUGADA,AVISO_SINISTRO,25166094,AVISO_SIN_ASSIST_AUTO_AZUL
AZUL_SERVICOS_PANE_MADRUGADA_NR,AVISO_SINISTRO,25166094,AVISO_SIN_ASSIST_AUTO_AZUL
AZUL_SERVICOS_PANE_MADRUGADA_REG,AVISO_SINISTRO,25166094,AVISO_SIN_ASSIST_AUTO_AZUL
AZUL_MADRUGADA_AUTO,AVISO_SINISTRO,23121279,AVISO_SIN_AUTO_AZUL
ITAU_COMUNICAR_SINISTRO,AVISO_SINISTRO,23121280,AVISO_SIN_AUTO_ITAU
ITAU_COMUNICAR_SINISTRO_DIGITAL,AVISO_SINISTRO,23121280,AVISO_SIN_AUTO_ITAU
ITAU_COMUNICAR_SINISTRO_REG,AVISO_SINISTRO,23121280,AVISO_SIN_AUTO_ITAU
ITAU_SERVICOS_PANE_MADRUGADA,AVISO_SINISTRO,25166095,AVISO_SIN_ASSIST_AUTO_ITAU
ITAU_SERVICOS_PANE_MADRUGADA_REG,AVISO_SINISTRO,25166095,AVISO_SIN_ASSIST_AUTO_ITAU
ITAU_MADRUGADA_AUTO,AVISO_SINISTRO,23121280,AVISO_SIN_AUTO_ITAU
MITSUI_AUTO_GERAL,AVISO_SINISTRO,23121281,AVISO_SIN_AUTO_MITSUI
333PORTO_MENU_REDUZIDO_AUTO_AUDI,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
AVISO_SINISTRO_PRODUTOR_ITAU_PORTO_AZUL,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
COMUNICAR_SINISTRO_SICOOB,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
COMUNICAR_SINISTRO_SICOOB_DIGITAL,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
333PORTO_MENU_REDUZIDO_AUTO,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
333PORTO_MENU_REDUZIDO_AUTO_ATT,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
333PORTO_MENU_REDUZIDO_AUTO_ATT_AUDI,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
333PORTO_MENU_REDUZIDO_AUTO_ATT_VW,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
333PORTO_MENU_REDUZIDO_NR,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
333PORTO_MENU_REDUZIDO_AUTO_RC,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
333PORTO_MENU_REDUZIDO_AUTO_RC_AUDI,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
333PORTO_MENU_REDUZIDO_AUTO_RC_VW,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
333PORTO_MENU_REDUZIDO_AUTO_VW,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
333PORTO_MENU_REDUZIDO_TRANSF_SINISTRO_AUTO,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
PILOTO_AVISO_UNIFICADO_UB,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
PORTO_CARRO_FACIL,AVISO_SINISTRO,25166097,AVISO_SIN_CARRO_FACIL_PORTO
PORTO_COMUNICAR_SINISTRO_VVD,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
PORTO_COMUNICAR_SINISTRO,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
PORTO_COMUNICAR_SINISTRO_APL,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
PORTO_COMUNICAR_SINISTRO_ATT,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
PORTO_COMUNICAR_SINISTRO_ATT_AUDI,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
PORTO_COMUNICAR_SINISTRO_AUDI,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
PORTO_COMUNICAR_SINISTRO_CORRETOR,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
PORTO_COMUNICAR_SINISTRO_DIGITAL,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
PORTO_COMUNICAR_SINISTRO_MI,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
PORTO_COMUNICAR_SINISTRO_NR,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
PORTO_COMUNICAR_SINISTRO_RC,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
PORTO_COMUNICAR_SINISTRO_RC_AUDI,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
PORTO_COMUNICAR_SINISTRO_RC_VW,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
PORTO_COMUNICAR_SINISTRO_REG,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
PORTO_COMUNICAR_SINISTRO_VW,AVISO_SINISTRO,23121282,AVISO_SIN_AUTO_PORTO
AZUL_CARRO_RESERVA,AVISO_SINISTRO,23121283,AVISO_SIN_CARRO_RESERVA_AZUL
SINISTRO_AZUL_CARRO_RESERVA,AVISO_SINISTRO,23121283,AVISO_SIN_CARRO_RESERVA_AZUL
AZUL_CARRO_RESERVA_LOCADORA,AVISO_SINISTRO,23121283,AVISO_SIN_CARRO_RESERVA_AZUL
AZUL_CARRO_RESERVA_NR,AVISO_SINISTRO,23121283,AVISO_SIN_CARRO_RESERVA_AZUL
ITAU_CARRO_RESERVA,AVISO_SINISTRO,23121284,AVISO_SIN_CARRO_RESERVA_ITAU
PORTO_CARRO_RESERVA_PRORROG_ITAU,AVISO_SINISTRO,23121284,AVISO_SIN_CARRO_RESERVA_ITAU
CARRO_RESERVA,AVISO_SINISTRO,23121285,AVISO_SIN_CARRO_RESERVA_PORTO
CARRO_RESERVA_FORA_DO_HORARIO,AVISO_SINISTRO,23121285,AVISO_SIN_CARRO_RESERVA_PORTO
CARRO_RESERVA_SICOOB,AVISO_SINISTRO,23121285,AVISO_SIN_CARRO_RESERVA_PORTO
PORTO_CARRO_RESERVA_VVD,AVISO_SINISTRO,23121285,AVISO_SIN_CARRO_RESERVA_PORTO
PORTO_CARRO_RESERVA,AVISO_SINISTRO,23121285,AVISO_SIN_CARRO_RESERVA_PORTO
PORTO_CARRO_RESERVA_AUDI,AVISO_SINISTRO,23121285,AVISO_SIN_CARRO_RESERVA_PORTO
PORTO_CARRO_RESERVA_LOCADORA,AVISO_SINISTRO,23121285,AVISO_SIN_CARRO_RESERVA_PORTO
PORTO_CARRO_RESERVA_MI,AVISO_SINISTRO,23121285,AVISO_SIN_CARRO_RESERVA_PORTO
PORTO_CARRO_RESERVA_NR,AVISO_SINISTRO,23121285,AVISO_SIN_CARRO_RESERVA_PORTO
PORTO_CARRO_RESERVA_PARTICULAR,AVISO_SINISTRO,23121285,AVISO_SIN_CARRO_RESERVA_PORTO
PORTO_CARRO_RESERVA_PARTICULAR_VW,AVISO_SINISTRO,23121285,AVISO_SIN_CARRO_RESERVA_PORTO
PORTO_CARRO_RESERVA_PRORROGACAO,AVISO_SINISTRO,23121285,AVISO_SIN_CARRO_RESERVA_PORTO
PORTO_CARRO_RESERVA_PRORROGACAO_CORRETOR,AVISO_SINISTRO,23121285,AVISO_SIN_CARRO_RESERVA_PORTO
PORTO_CARRO_RESERVA_VW,AVISO_SINISTRO,23121285,AVISO_SIN_CARRO_RESERVA_PORTO
PORTO_PANE_CARRORESERVA,AVISO_SINISTRO,23121285,AVISO_SIN_CARRO_RESERVA_PORTO
PORTO_PANE_CARRORESERVA_NR,AVISO_SINISTRO,23121285,AVISO_SIN_CARRO_RESERVA_PORTO
PORTO_CARTA_VERDE,AVISO_SINISTRO,23121286,AVISO_SIN_CARTA_VERDE_PORTO
PORTO_CREDITOAPP,AVISO_SINISTRO,23121287,AVISO_SIN_CREDITO_APP_PORTO
PORTO_CREDITOAPP_NR,AVISO_SINISTRO,23121287,AVISO_SIN_CREDITO_APP_PORTO
AZUL_GUINCHO_COLISAO,AVISO_SINISTRO,23121288,AVISO_SIN_GUINCHO_COLISAO_AZUL
AZUL_GUINCHO_COLISAO_NR,AVISO_SINISTRO,23121288,AVISO_SIN_GUINCHO_COLISAO_AZUL
BLLU_AUTO_GUINCHO_COLISAO,AVISO_SINISTRO,25166098,AVISO_SIN_GUINCHO_COLISAO_BLLU
ITAU_GUINCHO_COLISAO,AVISO_SINISTRO,23121289,AVISO_SIN_GUINCHO_COLISAO_ITAU
ITAU_GUINCHO_COLISAO_REG,AVISO_SINISTRO,23121289,AVISO_SIN_GUINCHO_COLISAO_ITAU
PORTO_GUINCHO_COLISAO,AVISO_SINISTRO,23121290,AVISO_SIN_GUINCHO_COLISAO_PORT
PORTO_GUINCHO_COLISAO_VVD,AVISO_SINISTRO,23121290,AVISO_SIN_GUINCHO_COLISAO_PORT
PORTO_GUINCHO_COLISAO_APL,AVISO_SINISTRO,23121290,AVISO_SIN_GUINCHO_COLISAO_PORT
PORTO_GUINCHO_COLISAO_ATT,AVISO_SINISTRO,23121290,AVISO_SIN_GUINCHO_COLISAO_PORT
PORTO_GUINCHO_COLISAO_ATT_AUDI,AVISO_SINISTRO,23121290,AVISO_SIN_GUINCHO_COLISAO_PORT
PORTO_GUINCHO_COLISAO_ATT_VW,AVISO_SINISTRO,23121290,AVISO_SIN_GUINCHO_COLISAO_PORT
PORTO_GUINCHO_COLISAO_AUDI,AVISO_SINISTRO,23121290,AVISO_SIN_GUINCHO_COLISAO_PORT
PORTO_GUINCHO_COLISAO_CORRETOR,AVISO_SINISTRO,23121290,AVISO_SIN_GUINCHO_COLISAO_PORT
PORTO_GUINCHO_COLISAO_MI,AVISO_SINISTRO,23121290,AVISO_SIN_GUINCHO_COLISAO_PORT
PORTO_GUINCHO_COLISAO_NR,AVISO_SINISTRO,23121290,AVISO_SIN_GUINCHO_COLISAO_PORT
PORTO_GUINCHO_COLISAO_RC,AVISO_SINISTRO,23121290,AVISO_SIN_GUINCHO_COLISAO_PORT
PORTO_GUINCHO_COLISAO_RC_AUDI,AVISO_SINISTRO,23121290,AVISO_SIN_GUINCHO_COLISAO_PORT
PORTO_GUINCHO_COLISAO_RC_VW,AVISO_SINISTRO,23121290,AVISO_SIN_GUINCHO_COLISAO_PORT
GUINCHO_COLISAO_SICOOB,AVISO_SINISTRO,23121290,AVISO_SIN_GUINCHO_COLISAO_PORT
PORTO_GUINCHO_COLISAO_VW,AVISO_SINISTRO,23121290,AVISO_SIN_GUINCHO_COLISAO_PORT
PORTO_SINISTRO_RCO_APP_DC,AVISO_SINISTRO,23121291,AVISO_SIN_RCO_APP_PORTO
PORTO_AVERBACAO,AVISO_SINISTRO,25166096,AVISO_SIN_AVERBACAO_PORTO
TRANSPORTE_CARGA_SINISTRO,AVISO_SINISTRO,23121292,AVISO_SIN_TRANSP_PORTO
VIDROS_ITAU,AVISO_SINISTRO,23121293,AVISO_SIN_VIDROS_ITAU
VIDROS_COMUNICAR_SINISTRO_CORRETOR,AVISO_SINISTRO,23121294,AVISO_SIN_VIDROS_PORTO
PORTO_TRANBORDO_VIDROS,AVISO_SINISTRO,23121294,AVISO_SIN_VIDROS_PORTO
VIDROS_COMUNICAR_SINISTRO,AVISO_SINISTRO,23121294,AVISO_SIN_VIDROS_PORTO
VIDROS_COMUNICAR_SINISTRO_VVD,AVISO_SINISTRO,23121294,AVISO_SIN_VIDROS_PORTO
VIDROS_COMUNICAR_SINISTRO_AUDI,AVISO_SINISTRO,23121294,AVISO_SIN_VIDROS_PORTO
PORTO_MANUTENCAO_PREDIAL,AVISO_SINISTRO,23121295,MANUTENCAO_PREDIAL_PORTO
MITSUI_SAC_NAO_IDENTIFICADO,AVISO_SINISTRO,23121299,SAC_DEC_AUTO_MITSUI
NUCLEO_SIN_AUTO_ASSIST_PREMIUM_AUDI,AUTO_PREMIUM,23121324,NUC_SIN_ASSIST_AUTO_PREMIUM
NUCLEO_SIN_AUTO_ASSIST_PREMIUM,AUTO_PREMIUM,23121324,NUC_SIN_ASSIST_AUTO_PREMIUM
NUCLEO_SINISTRO_AUTO_PREMIUM_AUDI,AUTO_PREMIUM,23121326,NUC_SIN_AUTO_PREMIUM
NUCLEO_SINISTRO_AUTO_PREMIUM_DIRETORIA,AUTO_PREMIUM,23121326,NUC_SIN_AUTO_PREMIUM
NUCLEO_SINISTRO_AUTO_PREMIUM_NR,AUTO_PREMIUM,23121326,NUC_SIN_AUTO_PREMIUM
NUCLEO_SINISTRO_AUTO_PREMIUM_CORRETOR_SINCOR,AUTO_PREMIUM,29220862,NUC_SIN_AUTO_PREMIUM_SINCOR
AVISO_DE_VIAGEM_ERRO,AUTO_PREMIUM,25166099,NUC_SIN_AUTO_PREMIUM_VIAGEM
NUCLEO_SINISTRO_AUTO_PREMIUM,AUTO_PREMIUM,23121326,NUC_SIN_AUTO_PREMIUM
NUCLEO_SINISTRO_AUTO_PREMIUM_DAWN,AUTO_PREMIUM,23121326,NUC_SIN_AUTO_PREMIUM
NUCLEO_SINISTRO_AUTO_PREMIUM_VVD,AUTO_PREMIUM,23121326,NUC_SIN_AUTO_PREMIUM
AUTO_PREMIUM_PRODUTOR,AUTO_PREMIUM,23121327,NUC_SIN_PROD_AUTO_PREMIUM
NUCLEO_SAC_AUTO_ITAU,AUTO_PREMIUM,23121330,SAC_DEC_AUTO_ITAU
NUCLEO_SAC_DEC_PORTO_AUTO,AUTO_PREMIUM,23121331,SAC_DEC_AUTO_PORTO
MITSUI_SAC_CANCELAMENTO,AUTO_PREMIUM,23121332,SAC_DEC_MITSUI
MITSUI_SAC_RECLAMACAO,AUTO_PREMIUM,23121332,SAC_DEC_MITSUI
MITSUI_SAC_INFORMACAO,AUTO_PREMIUM,23121332,SAC_DEC_MITSUI
NUCLEO_SAC_TRB_RENNER,AUTO_PREMIUM,23121329,SAC_DEC_TRB_RENNER
NUCLEO_SAC_DEC_TRB_VIDA,AUTO_PREMIUM,23121328,SAC_DEC_TRB_VIDA
AVISO_FROTA_PRODUTOR,AUTO_FROTA,23121338,AUTO_FROTA_PORTO
FROTA_APOLICES_BLANKET_SERVICOS,AUTO_FROTA,25166087,AUTO_FROTA_ASSIST_PORTO
FROTA_APOLICES_BLANKET_SERVICOS_TRANSB,AUTO_FROTA,25166087,AUTO_FROTA_ASSIST_PORTO
FROTA_RUNOFF,AUTO_FROTA,23121338,AUTO_FROTA_PORTO
MITSUI_AUTO_FROTA,AUTO_FROTA,23121337,AUTO_FROTA_MITSUI
MITSUI_AUTO_FROTA_CARRO_RESERVA,AUTO_FROTA,25166088,AUTO_FROTA_CAR_RESERVA_MITSUI
MITSUI_AUTO_FROTA_DEMAIS_ASSUNTOS,AUTO_FROTA,25166091,AUTO_FROTA_GERAL_MITSUI
PAT_CT_ITAU_FROTA,AUTO_FROTA,23121336,AUTO_FROTA_ITAU
PAT_SOCORRO_AUTO_24H_FROTA,AUTO_FROTA,25166087,AUTO_FROTA_ASSIST_PORTO
PAT_SOCORRO_AUTO_FROTA,AUTO_FROTA,25166087,AUTO_FROTA_ASSIST_PORTO
PORTO_CARRO_RESERVA_FROTA_PARTICULAR,AUTO_FROTA,25166089,AUTO_FROTA_CAR_RESERVA_PORTO
PORTO_COMUNICAR_SINISTRO_24H_FROTA,AUTO_FROTA,23121338,AUTO_FROTA_PORTO
PORTO_COMUNICAR_SINISTRO_FROTA,AUTO_FROTA,23121338,AUTO_FROTA_PORTO
PORTO_COMUNICAR_SINISTRO_FROTA_DIGITAL,AUTO_FROTA,23121338,AUTO_FROTA_PORTO
PORTO_GUINCHO_COLISAO_24H_FROTA,AUTO_FROTA,25166092,AUTO_FROTA_GUINCHO_PORTO
PORTO_GUINCHO_COLISAO_FROTA,AUTO_FROTA,25166092,AUTO_FROTA_GUINCHO_PORTO
PORTO_SINISTRO_FROTA_BLANKET,AUTO_FROTA,23121338,AUTO_FROTA_PORTO
VIDROS_COMUNICAR_SINISTRO_FROTA,AUTO_FROTA,25166093,AUTO_FROTA_VIDROS_PORTO
PAT_SOCORRO_AUTO_CARRO_FACIL_LIDERES,AUTO_FROTA,25166085,AUTO_FROTA_ASSIST_CARROF_LIDER
ITAU_ASSISTENCIA_FROTA,AUTO_FROTA,25166086,AUTO_FROTA_ASSIST_ITAU
PORTO_CARRO_FACIL_LIDERES,AUTO_FROTA,25166090,AUTO_FROTA_CARROF_LIDERES
PAT_SOCORRO_AUTO_CARRO_FACIL,AUTO_FROTA,25166084,AUTO_FROTA_ASSIST_CARROF
NUCLEO_SINISTRO_AUTO_HD_SOMA_INTERNO,NUCLEO_SINISTRO_AUTO,23121361,NUC_SIN_AUTO_HDSOMA
NUCLEO_SINISTRO_AUTO_HD_SOMA_OFICINAS,NUCLEO_SINISTRO_AUTO,23121361,NUC_SIN_AUTO_HDSOMA
NUCLEO_SINISTRO_ITAU,NUCLEO_SINISTRO_AUTO,23121362,NUC_SIN_AUTO_ITAU
NUCLEO_SINISTRO_ITAU_ALTERNATIVO,NUCLEO_SINISTRO_AUTO,23121362,NUC_SIN_AUTO_ITAU
MITSUI_AUTO_GERAL_ACOMPANHAMENTO,NUCLEO_SINISTRO_AUTO,23121363,NUC_SIN_AUTO_MITSUI
NUCLEO_SINISTRO_PORTO_APL,NUCLEO_SINISTRO_AUTO,23121364,NUC_SIN_AUTO_PORTO
NUCLEO_SINISTRO_PORTO_AUDI,NUCLEO_SINISTRO_AUTO,23121364,NUC_SIN_AUTO_PORTO
NUCLEO_SINISTRO_PORTO_VVD_MI,NUCLEO_SINISTRO_AUTO,23121364,NUC_SIN_AUTO_PORTO
NUCLEO_SINISTRO_NR,NUCLEO_SINISTRO_AUTO,23121364,NUC_SIN_AUTO_PORTO
NUCLEO_SINISTRO_PORTO_VW,NUCLEO_SINISTRO_AUTO,23121364,NUC_SIN_AUTO_PORTO
